type,weight,fragile,destination
Electronics,18.8,True,Kuala Lumpur
Food,7.9,True,Kuching
Food,3.7,True,Kuching
Electronics,19.7,True,Kuching
Electronics,8.2,True,Kuala Lumpur
Food,6.6,True,Johor Bahru
Documents,1.3,False,Kuala Lumpur
Electronics,6.8,True,Kuala Lumpur
Machinery,62.0,True,Kuala Lumpur
Clothing,0.5,False,Kuala Lumpur
Electronics,11.2,True,Kuching
Food,5.3,False,Kota Kinabalu
Clothing,0.9,False,Penang
Furniture,34.4,False,Kota Kinabalu
Documents,0.8,False,Johor Bahru
Machinery,34.8,True,Penang
Food,4.5,False,Penang
Clothing,1.8,False,Johor Bahru
Furniture,35.4,True,Johor Bahru
Documents,1.0,False,Penang
Food,6.3,True,Kuching
Food,4.0,False,Penang
Electronics,16.2,False,Kuching
Documents,1.6,False,Kuching
Electronics,19.5,True,Penang
Clothing,2.4,False,Kuala Lumpur
Clothing,3.9,False,Penang
Electronics,6.7,True,Kuala Lumpur
Clothing,3.2,False,Kuala Lumpur
Machinery,39.1,False,Penang
Electronics,15.8,True,Kuala Lumpur
Clothing,3.3,False,Kuala Lumpur
Machinery,56.7,False,Kuching
Clothing,4.8,False,Kuching
Furniture,32.9,False,Penang
Furniture,48.7,False,Kuching
Machinery,50.9,False,Kuching
Food,9.3,False,Kota Kinabalu
Electronics,16.7,True,Johor Bahru
Clothing,2.2,False,Kuching
Furniture,32.7,False,Johor Bahru
Food,8.2,True,Kota Kinabalu
Food,4.6,False,Penang
Furniture,46.1,False,Penang
Furniture,43.3,False,Kuala Lumpur
Clothing,3.2,False,Kota Kinabalu
Furniture,30.0,False,Kuching
Food,3.1,False,Johor Bahru
Documents,1.5,False,Kuching
Machinery,35.2,False,Kuching
Machinery,39.8,True,Kota Kinabalu
Furniture,24.1,True,Kuala Lumpur
Machinery,59.1,False,Kota Kinabalu
Machinery,59.4,True,Kuching
Documents,1.3,False,Kuala Lumpur
Clothing,3.6,False,Kota Kinabalu
Furniture,22.6,True,Johor Bahru
Electronics,9.6,True,Penang
Clothing,3.6,True,Kota Kinabalu
Food,3.0,True,Kota Kinabalu
Machinery,38.0,False,Kuala Lumpur
Documents,1.5,False,Kuching
Clothing,2.2,False,Kuching
Documents,1.3,False,Johor Bahru
Food,8.6,False,Kota Kinabalu
Clothing,1.8,False,Kota Kinabalu
Furniture,49.0,False,Johor Bahru
Furniture,41.9,False,Kuching
Electronics,7.4,True,Kuching
Food,1.1,True,Johor Bahru
Machinery,55.0,True,Kota Kinabalu
Furniture,44.6,False,Kuala Lumpur
Machinery,51.7,False,Kuching
Clothing,4.1,False,Kuala Lumpur
Electronics,19.5,True,Kota Kinabalu
Electronics,17.5,True,Kota Kinabalu
Documents,1.6,False,Kuala Lumpur
Machinery,35.7,True,Johor Bahru
Clothing,2.8,False,Johor Bahru
Documents,1.0,False,Kuching
Machinery,59.1,False,Penang
Documents,1.1,False,Johor Bahru
Documents,0.7,False,Kuching
Furniture,31.2,True,Kota Kinabalu
Clothing,1.8,False,Kuching
Clothing,1.4,False,Penang
Furniture,27.1,False,Penang
Documents,1.4,False,Johor Bahru
Machinery,34.3,True,Kuala Lumpur
Documents,0.9,False,Penang
Documents,0.8,False,Kuching
Electronics,14.5,True,Kuala Lumpur
Electronics,5.4,False,Kota Kinabalu
Documents,0.8,False,Kuching
Food,1.5,True,Penang
Furniture,20.3,False,Kuala Lumpur
Food,2.4,True,Penang
Documents,2.0,True,Kota Kinabalu
Clothing,3.3,False,Penang
Furniture,37.5,False,Kota Kinabalu
Food,8.3,True,Kota Kinabalu
Food,3.6,False,Penang
Electronics,5.7,True,Kota Kinabalu
Electronics,9.2,False,Kota Kinabalu
Documents,1.9,False,Johor Bahru
Clothing,3.1,False,Kuching
Food,9.8,False,Kuching
Documents,2.0,False,Kota Kinabalu
Machinery,55.1,False,Kuching
Documents,1.4,False,Penang
Clothing,4.9,False,Penang
Documents,0.6,False,Kota Kinabalu
Documents,1.6,False,Penang
Furniture,29.0,False,Kota Kinabalu
Electronics,8.0,True,Penang
Furniture,20.8,False,Johor Bahru
Clothing,1.5,False,Kota Kinabalu
Food,5.4,True,Johor Bahru
Documents,1.7,True,Johor Bahru
Furniture,37.6,False,Johor Bahru
Machinery,32.5,False,Penang
Food,3.0,False,Kota Kinabalu
Furniture,30.8,False,Kuching
Documents,1.0,False,Kuala Lumpur
Documents,0.6,False,Johor Bahru
Electronics,13.7,True,Johor Bahru
Food,1.5,False,Kuala Lumpur
Machinery,56.8,False,Kota Kinabalu
Clothing,0.9,False,Kuching
Machinery,60.2,False,Kota Kinabalu
Electronics,14.6,True,Kota Kinabalu
Machinery,32.3,True,Johor Bahru
Furniture,34.8,False,Johor Bahru
Documents,1.3,False,Penang
Electronics,17.5,False,Kuala Lumpur
Clothing,2.4,False,Johor Bahru
Food,1.3,True,Kuala Lumpur
Electronics,17.0,True,Penang
Clothing,2.9,False,Kota Kinabalu
Furniture,27.2,True,Kuala Lumpur
Furniture,44.2,True,Kota Kinabalu
Documents,1.3,False,Kuching
Documents,0.8,False,Kuching
Documents,1.2,True,Kuching
Furniture,31.2,False,Johor Bahru
Electronics,6.5,True,Kuching
Furniture,21.8,False,Penang
Clothing,2.8,False,Johor Bahru
Clothing,1.7,True,Penang
Electronics,7.3,False,Kuching
Food,3.2,True,Johor Bahru
Electronics,11.1,True,Penang
Food,9.1,False,Kuching
Electronics,18.1,True,Kota Kinabalu
Documents,1.5,False,Kota Kinabalu
Documents,0.8,False,Kota Kinabalu
Clothing,2.8,False,Kota Kinabalu
Clothing,0.9,False,Johor Bahru
Machinery,49.6,False,Kuching
Clothing,0.5,False,Johor Bahru
Electronics,6.5,True,Penang
Clothing,4.4,False,Kota Kinabalu
Clothing,2.3,False,Penang
Electronics,16.7,True,Penang
Furniture,36.9,True,Kuching
Machinery,48.1,False,Penang
Clothing,3.0,False,Penang
Clothing,1.5,False,Kuala Lumpur
Machinery,43.5,False,Kuching
Clothing,4.5,False,Kuching
Machinery,62.6,False,Kota Kinabalu
Clothing,1.0,False,Kuala Lumpur
Machinery,62.0,True,Kuala Lumpur
Documents,1.1,False,Kota Kinabalu
Machinery,59.5,True,Kota Kinabalu
Food,5.8,True,Kuching
Clothing,3.2,False,Kuching
Furniture,30.7,True,Johor Bahru
Machinery,65.6,False,Kota Kinabalu
Food,7.2,False,Penang
Machinery,55.6,False,Johor Bahru
Machinery,37.7,False,Penang
Food,6.4,False,Kuching
Food,3.3,False,Kuching
Documents,0.6,False,Johor Bahru
Food,8.1,False,Penang
Food,4.9,True,Johor Bahru
Machinery,38.4,False,Penang
Electronics,17.6,True,Johor Bahru
Electronics,16.4,False,Kuala Lumpur
Documents,1.4,False,Kota Kinabalu
Electronics,7.0,True,Penang
Electronics,15.3,False,Johor Bahru
Electronics,7.0,True,Johor Bahru
Machinery,30.4,False,Kota Kinabalu
Machinery,62.3,True,Penang
Food,8.0,True,Kuala Lumpur
Documents,2.0,False,Penang
Food,4.9,False,Penang
Furniture,40.1,False,Kota Kinabalu
Food,9.0,True,Kuala Lumpur
Furniture,25.4,False,Kuala Lumpur
Machinery,32.5,False,Penang
Clothing,2.9,False,Kota Kinabalu
Electronics,7.9,True,Johor Bahru
Documents,1.7,False,Kuala Lumpur
Clothing,2.4,False,Penang
Food,9.5,False,Johor Bahru
Machinery,68.3,True,Kuala Lumpur
Documents,0.8,False,Kota Kinabalu
Clothing,4.2,False,Penang
Furniture,32.9,False,Kota Kinabalu
Clothing,0.6,False,Kota Kinabalu
Food,2.4,False,Kuching
Furniture,25.0,False,Kuching
Documents,1.0,False,Kota Kinabalu
Furniture,23.3,False,Kota Kinabalu
Documents,0.8,False,Kuala Lumpur
Machinery,64.4,False,Johor Bahru
Furniture,36.7,False,Kuala Lumpur
Clothing,4.7,False,Penang
Furniture,43.1,True,Kuching
Clothing,2.5,False,Johor Bahru
Electronics,9.3,True,Penang
Machinery,47.3,False,Kuala Lumpur
Documents,1.8,True,Kuala Lumpur
Clothing,3.4,False,Kota Kinabalu
Furniture,38.7,False,Kuching
Clothing,1.8,False,Kota Kinabalu
Machinery,68.5,False,Kuala Lumpur
Electronics,14.0,True,Kuching
Electronics,14.9,True,Johor Bahru
Electronics,8.4,False,Penang
Food,4.2,True,Kuala Lumpur
Furniture,29.3,True,Johor Bahru
Furniture,36.9,False,Johor Bahru
Electronics,12.5,True,Kota Kinabalu
Electronics,18.8,True,Kuching
Clothing,4.2,False,Kota Kinabalu
Clothing,4.5,False,Kuching
Electronics,16.7,True,Kota Kinabalu
Furniture,38.0,False,Kuala Lumpur
Machinery,65.7,False,Kota Kinabalu
Furniture,24.2,False,Johor Bahru
Food,5.3,False,Kota Kinabalu
Clothing,3.6,False,Kuching
Machinery,52.0,True,Penang
Documents,1.8,False,Kuching
Furniture,33.1,False,Kota Kinabalu
Electronics,19.9,True,Kota Kinabalu
Food,4.1,True,Penang
Documents,0.6,False,Kota Kinabalu
Electronics,10.4,True,Kota Kinabalu
Clothing,1.2,False,Kuala Lumpur
Furniture,28.8,False,Penang
Machinery,58.6,False,Kota Kinabalu
Furniture,24.9,False,Johor Bahru
Furniture,26.3,False,Kota Kinabalu
Machinery,58.0,True,Kuala Lumpur
Electronics,10.1,True,Kuala Lumpur
Documents,0.9,True,Kota Kinabalu
Electronics,19.8,True,Kota Kinabalu
Electronics,15.1,True,Kota Kinabalu
Electronics,17.5,False,Kota Kinabalu
Clothing,1.2,False,Kota Kinabalu
Electronics,16.1,True,Kuala Lumpur
Machinery,34.7,True,Kota Kinabalu
Documents,0.9,False,Kuching
Food,2.0,False,Penang
Furniture,47.7,True,Kota Kinabalu
Furniture,42.1,False,Kota Kinabalu
Furniture,44.8,False,Penang
Electronics,10.8,True,Kota Kinabalu
Furniture,49.4,False,Penang
Documents,1.1,False,Johor Bahru
Machinery,42.0,False,Johor Bahru
Clothing,4.6,False,Penang
Electronics,12.7,True,Kota Kinabalu
Clothing,0.8,False,Kuala Lumpur
Documents,1.9,False,Johor Bahru
Food,9.9,False,Kuching
Electronics,14.4,True,Johor Bahru
Documents,1.1,False,Kuala Lumpur
Electronics,18.5,False,Johor Bahru
Furniture,33.7,True,Kuala Lumpur
Food,7.3,True,Johor Bahru
Documents,1.5,False,Kuching
Food,4.5,True,Kota Kinabalu
Food,7.1,False,Johor Bahru
Food,7.0,False,Kuching
Machinery,35.4,False,Kota Kinabalu
Furniture,32.6,True,Kuching
Documents,0.8,False,Kuala Lumpur
Machinery,51.5,True,Kuching
Documents,1.4,False,Penang
Machinery,37.3,False,Johor Bahru
Documents,0.6,False,Kuala Lumpur
Electronics,6.9,True,Johor Bahru
Documents,1.7,False,Kuala Lumpur
Documents,1.1,False,Kuching
Furniture,22.7,False,Kuala Lumpur
Machinery,69.3,True,Kota Kinabalu
Documents,2.0,False,Kuching
Machinery,61.9,False,Penang
Electronics,5.7,True,Kuching
Electronics,5.1,False,Penang
Food,6.9,False,Kuala Lumpur
Food,3.3,True,Kuching
Machinery,58.2,False,Kuala Lumpur
Machinery,44.4,False,Kota Kinabalu
Machinery,46.9,True,Penang
Clothing,3.2,False,Penang
Clothing,1.4,True,Kuching
Electronics,12.5,True,Kota Kinabalu
Clothing,4.9,False,Kuching
Food,8.5,False,Kuala Lumpur
Documents,1.9,True,Kuala Lumpur
Machinery,54.4,False,Johor Bahru
Furniture,20.8,False,Kuching
Furniture,40.5,False,Kota Kinabalu
Food,2.9,True,Kuching
Machinery,36.1,False,Kuala Lumpur
Clothing,1.6,False,Kota Kinabalu
Food,2.3,False,Penang
Food,6.6,False,Kuching
Clothing,2.1,False,Johor Bahru
Food,8.7,False,Kuching
Food,1.7,False,Kuching
Food,6.9,True,Kota Kinabalu
Furniture,42.3,False,Johor Bahru
Clothing,4.0,True,Kuching
Machinery,30.8,True,Penang
Furniture,44.8,False,Penang
Food,2.8,True,Kuching
Machinery,48.4,False,Kuching
Machinery,41.6,False,Johor Bahru
Furniture,21.8,False,Penang
Electronics,8.7,True,Kuching
Electronics,12.3,False,Kuching
Clothing,3.4,False,Kuching
Food,2.1,False,Kuching
Machinery,62.6,False,Kuala Lumpur
Food,4.1,False,Kota Kinabalu
Furniture,45.2,True,Johor Bahru
Electronics,18.5,True,Kota Kinabalu
Electronics,6.3,True,Kota Kinabalu
Electronics,5.6,True,Johor Bahru
Electronics,15.3,True,Kuala Lumpur
Furniture,36.6,False,Kuala Lumpur
Machinery,65.2,False,Kota Kinabalu
Clothing,5.0,False,Kuala Lumpur
Electronics,10.5,True,Johor Bahru
Food,2.6,False,Kuching
Documents,1.1,False,Kuching
Machinery,38.1,True,Penang
Furniture,32.0,False,Johor Bahru
Clothing,3.5,False,Penang
Documents,1.7,False,Kuching
Food,5.9,False,Kuala Lumpur
Furniture,38.6,True,Penang
Documents,1.0,False,Penang
Food,2.3,True,Kuching
Clothing,3.3,False,Kota Kinabalu
Food,2.2,True,Kota Kinabalu
Documents,0.7,False,Kuala Lumpur
Food,5.9,False,Johor Bahru
Electronics,16.7,True,Kuching
Documents,1.1,False,Kuala Lumpur
Machinery,56.7,True,Kuching
Food,5.8,False,Kuala Lumpur
Clothing,3.1,False,Kuala Lumpur
Clothing,2.0,False,Johor Bahru
Clothing,4.7,False,Kuala Lumpur
Food,2.1,False,Kota Kinabalu
Clothing,3.9,False,Penang
Food,2.3,False,Kuching
Machinery,33.0,True,Kuching
Electronics,18.3,True,Kuching
Documents,0.8,False,Kota Kinabalu
Furniture,49.1,True,Kota Kinabalu
Electronics,8.1,True,Johor Bahru
Machinery,49.0,False,Penang
Machinery,47.9,True,Kuala Lumpur
Furniture,23.0,True,Kuching
Clothing,3.7,False,Kota Kinabalu
Clothing,3.2,False,Penang
Documents,1.2,False,Kota Kinabalu
Clothing,1.0,False,Kuching
Furniture,31.1,False,Kuching
Documents,1.9,False,Kota Kinabalu
Furniture,26.1,False,Johor Bahru
Furniture,47.0,False,Kota Kinabalu
Documents,1.9,False,Kuala Lumpur
Clothing,4.3,False,Penang
Electronics,10.0,True,Kuching
Electronics,15.6,False,Kota Kinabalu
Furniture,21.5,False,Kuching
Machinery,41.9,True,Kuching
Electronics,19.5,True,Kuching
Machinery,57.2,False,Kota Kinabalu
Electronics,19.5,True,Johor Bahru
Electronics,13.2,True,Kuching
Machinery,32.5,False,Johor Bahru
Food,6.5,True,Kuala Lumpur
Clothing,4.2,False,Penang
Machinery,52.5,False,Penang
Electronics,20.0,True,Kota Kinabalu
Machinery,43.1,True,Kuching
Food,9.3,False,Kuala Lumpur
Documents,0.9,True,Kuala Lumpur
Clothing,3.9,False,Johor Bahru
Machinery,62.0,False,Kuala Lumpur
Furniture,34.8,True,Kuching
Furniture,37.9,True,Kuching
Electronics,16.3,True,Penang
Food,9.5,False,Kota Kinabalu
Machinery,47.3,True,Johor Bahru
Clothing,1.8,False,Kota Kinabalu
Machinery,34.5,False,Johor Bahru
Documents,0.9,False,Kota Kinabalu
Documents,1.5,False,Kuching
Furniture,43.3,False,Penang
Machinery,67.9,False,Kuching
Furniture,38.7,True,Johor Bahru
Electronics,16.0,False,Kuching
Machinery,35.9,True,Kuching
Machinery,30.1,False,Johor Bahru
Machinery,35.5,False,Kuching
Electronics,15.1,True,Kuching
Machinery,49.0,False,Kuching
Clothing,3.0,False,Kuala Lumpur
Clothing,0.8,False,Johor Bahru
Clothing,2.4,False,Johor Bahru
Documents,1.3,False,Johor Bahru
Machinery,57.1,False,Johor Bahru
Electronics,14.4,True,Johor Bahru
Machinery,33.6,False,Johor Bahru
Machinery,33.6,False,Kuala Lumpur
Furniture,24.7,False,Penang
Documents,0.9,False,Kuching
Clothing,4.2,False,Kuching
Documents,1.1,False,Kota Kinabalu
Electronics,8.8,True,Kota Kinabalu
Electronics,15.6,True,Johor Bahru
Machinery,38.1,False,Kuching
Documents,1.9,False,Kuching
Documents,0.6,True,Kota Kinabalu
Machinery,52.3,False,Johor Bahru
Electronics,7.9,True,Kuala Lumpur
Documents,1.8,False,Kuching
Clothing,3.5,False,Kuching
Machinery,64.4,False,Penang
Clothing,2.0,False,Kuching
Clothing,2.7,False,Kota Kinabalu
Electronics,17.1,True,Kuala Lumpur
Documents,1.3,False,Kota Kinabalu
Clothing,2.4,False,Kuching
Furniture,23.8,False,Penang
Food,6.7,True,Penang
Furniture,22.1,False,Kota Kinabalu
Machinery,52.4,False,Kota Kinabalu
Furniture,30.6,False,Kuching
Clothing,1.5,False,Penang
Documents,0.6,False,Penang
Clothing,0.5,False,Kota Kinabalu
Clothing,3.1,False,Kuala Lumpur
Food,2.3,False,Kuala Lumpur
Documents,0.7,False,Penang
Electronics,7.4,True,Kota Kinabalu
Documents,1.4,False,Penang
Clothing,1.5,False,Kota Kinabalu
Clothing,4.0,False,Kuala Lumpur
Clothing,3.5,False,Johor Bahru
Food,5.8,True,Kuching
Electronics,10.3,False,Kuching
Electronics,14.7,True,Kuala Lumpur
Electronics,10.8,False,Penang
Furniture,30.9,False,Johor Bahru
Electronics,6.9,True,Johor Bahru
Documents,0.8,False,Kuching
Documents,0.7,False,Johor Bahru
Machinery,37.9,True,Kuala Lumpur
Documents,1.6,False,Kota Kinabalu
Food,1.8,False,Kota Kinabalu
Machinery,33.9,False,Kuching
Food,1.2,True,Kuching
Documents,0.9,False,Johor Bahru
Electronics,10.7,True,Kuching
Clothing,4.3,False,Penang
Clothing,1.5,False,Johor Bahru
Documents,0.6,False,Johor Bahru
Electronics,15.7,True,Kuching
Machinery,39.2,False,Kuala Lumpur
Machinery,59.0,True,Kuching
Clothing,3.5,False,Kota Kinabalu
Furniture,43.7,False,Kuala Lumpur
Clothing,0.7,False,Kuching
Food,1.6,True,Kuala Lumpur
Documents,1.4,False,Kuala Lumpur
Clothing,4.9,False,Penang
Furniture,21.3,False,Kota Kinabalu
Furniture,23.8,False,Kuching
Food,3.9,False,Kuala Lumpur
Electronics,10.7,False,Kuching
Clothing,0.9,False,Johor Bahru
Electronics,14.8,True,Kuala Lumpur
Machinery,64.7,False,Penang
Food,2.7,False,Penang
Documents,0.8,False,Kuching
Electronics,13.4,True,Kuching
Electronics,10.0,True,Kuching
Clothing,3.5,False,Johor Bahru
Documents,1.6,False,Johor Bahru
Machinery,63.7,False,Johor Bahru
Clothing,2.0,False,Kuching
Furniture,28.0,False,Kuching
Food,4.1,False,Kota Kinabalu
Machinery,68.9,False,Kota Kinabalu
Clothing,1.0,False,Johor Bahru
Furniture,47.0,False,Johor Bahru
Electronics,9.7,True,Penang
Machinery,45.0,True,Johor Bahru
Electronics,19.0,True,Johor Bahru
Furniture,30.8,True,Kuching
Documents,1.0,False,Kuching
Furniture,22.7,True,Kuching
Food,8.9,False,Kota Kinabalu
Food,3.5,True,Johor Bahru
Machinery,68.4,True,Kuala Lumpur
Clothing,4.3,False,Kuching
Electronics,19.6,True,Johor Bahru
Electronics,18.3,True,Penang
Machinery,60.0,False,Kota Kinabalu
Documents,1.0,False,Kota Kinabalu
Furniture,48.3,True,Johor Bahru
Documents,0.8,False,Kuching
Documents,1.6,False,Penang
Furniture,21.2,True,Johor Bahru
Clothing,2.1,False,Kuching
Clothing,4.1,False,Kota Kinabalu
Clothing,1.2,False,Kota Kinabalu
Clothing,2.3,False,Kota Kinabalu
Documents,0.5,False,Johor Bahru
Clothing,2.4,False,Kuching
Documents,1.9,False,Penang
Electronics,19.6,False,Kuching
Clothing,1.0,False,Johor Bahru
Furniture,28.8,False,Johor Bahru
Documents,1.1,True,Johor Bahru
Furniture,25.8,False,Kuching
Food,9.0,False,Kuala Lumpur
Furniture,45.9,True,Johor Bahru
Food,6.2,False,Kota Kinabalu
Machinery,60.1,False,Kota Kinabalu
Machinery,65.9,False,Kuching
Clothing,0.9,False,Kuala Lumpur
Furniture,21.1,False,Kuching
Clothing,0.7,True,Penang
Clothing,2.6,True,Kota Kinabalu
Food,6.8,False,Penang
Machinery,62.0,False,Johor Bahru
Food,8.4,True,Kota Kinabalu
Furniture,24.9,False,Penang
Documents,1.4,False,Penang
Machinery,54.5,True,Johor Bahru
Electronics,9.1,True,Johor Bahru
Electronics,15.2,True,Kuala Lumpur
Clothing,0.8,False,Johor Bahru
Food,4.4,True,Johor Bahru
Machinery,61.6,False,Kuala Lumpur
Machinery,40.0,True,Kuala Lumpur
Clothing,3.5,False,Kuala Lumpur
Clothing,4.4,False,Kuching
Electronics,11.0,True,Penang
Documents,1.4,False,Kota Kinabalu
Machinery,66.5,False,Kuala Lumpur
Furniture,49.3,False,Johor Bahru
Machinery,43.4,False,Kota Kinabalu
Clothing,2.4,False,Kota Kinabalu
Documents,0.9,True,Kuching
Machinery,54.9,False,Kuching
Electronics,10.5,True,Kuala Lumpur
Clothing,1.6,False,Kuala Lumpur
Furniture,39.2,True,Johor Bahru
Furniture,40.3,False,Kota Kinabalu
Electronics,17.2,True,Kota Kinabalu
Machinery,67.1,True,Johor Bahru
Electronics,9.8,True,Johor Bahru
Electronics,10.5,True,Penang
Machinery,57.5,False,Kuching
Documents,1.6,False,Kuala Lumpur
Documents,1.5,False,Kuching
Electronics,6.4,True,Kuala Lumpur
Machinery,46.5,False,Penang
Furniture,44.2,False,Kuching
Machinery,67.2,False,Johor Bahru
Documents,0.9,False,Kota Kinabalu
Food,1.5,False,Kuching
Food,1.2,True,Johor Bahru
Machinery,38.4,False,Kuching
Documents,1.0,False,Kota Kinabalu
Clothing,4.3,False,Kuching
Electronics,18.9,True,Johor Bahru
Furniture,23.5,False,Kuala Lumpur
Electronics,5.8,True,Kuching
Electronics,16.6,True,Johor Bahru
Documents,1.0,False,Penang
Machinery,42.5,False,Kuching
Electronics,5.4,True,Penang
Food,9.1,True,Johor Bahru
Documents,0.5,False,Johor Bahru
Electronics,11.7,True,Penang
Documents,0.6,False,Penang
Food,8.5,False,Kuching
Electronics,13.6,True,Kota Kinabalu
Documents,1.1,False,Penang
Furniture,46.8,False,Kuching
Electronics,18.2,True,Kota Kinabalu
Machinery,66.2,True,Penang
Furniture,31.6,False,Johor Bahru
Food,3.6,True,Kuching
Electronics,9.5,True,Penang
Documents,1.2,False,Kota Kinabalu
Machinery,33.5,False,Penang
Documents,1.3,False,Johor Bahru
Machinery,65.6,False,Penang
Electronics,6.8,True,Kuching
Furniture,34.4,False,Johor Bahru
Documents,1.8,False,Johor Bahru
Documents,1.4,True,Kota Kinabalu
Food,6.1,False,Johor Bahru
Machinery,49.4,False,Johor Bahru
Electronics,16.1,True,Penang
Machinery,60.0,False,Kota Kinabalu
Documents,1.0,False,Kuala Lumpur
Clothing,2.4,False,Kuching
Furniture,21.8,True,Penang
Food,2.4,True,Kuala Lumpur
Food,5.6,True,Kuala Lumpur
Electronics,11.2,True,Johor Bahru
Food,4.9,False,Johor Bahru
Machinery,48.4,False,Penang
Electronics,16.5,True,Kota Kinabalu
Machinery,44.0,True,Kota Kinabalu
Clothing,1.6,False,Penang
Food,7.0,True,Johor Bahru
Documents,0.9,False,Kuching
Machinery,49.4,False,Kota Kinabalu
Clothing,1.9,True,Kota Kinabalu
Furniture,43.2,False,Kuala Lumpur
Electronics,7.9,True,Johor Bahru
Furniture,32.8,False,Penang
Machinery,49.0,True,Kuala Lumpur
Machinery,51.4,False,Kuala Lumpur
Electronics,8.4,True,Penang
Machinery,41.5,True,Kuching
Documents,1.8,False,Penang
Furniture,33.8,True,Kuching
Machinery,43.9,False,Kuching
Clothing,4.0,False,Kuching
Furniture,44.8,True,Johor Bahru
Food,8.6,True,Penang
Electronics,14.2,True,Kota Kinabalu
Clothing,1.8,False,Johor Bahru
Machinery,55.5,True,Johor Bahru
Clothing,2.0,False,Kuala Lumpur
Documents,0.8,False,Johor Bahru
Electronics,8.0,True,Kota Kinabalu
Clothing,3.5,False,Penang
Food,9.8,False,Kota Kinabalu
Food,7.7,True,Kuala Lumpur
Food,3.2,True,Kuching
Electronics,18.8,True,Kota Kinabalu
Documents,1.2,False,Kuala Lumpur
Furniture,43.3,False,Johor Bahru
Food,9.3,True,Kota Kinabalu
Food,5.0,False,Penang
Documents,1.8,False,Johor Bahru
Furniture,45.8,False,Johor Bahru
Clothing,3.0,False,Kota Kinabalu
Machinery,38.8,False,Johor Bahru
Food,2.5,True,Penang
Food,1.3,True,Johor Bahru
Clothing,4.8,False,Penang
Machinery,33.8,False,Penang
Clothing,2.3,False,Kuching
Machinery,63.2,True,Kuching
Food,1.9,True,Kuching
Clothing,4.6,True,Penang
Clothing,3.9,False,Kuching
Electronics,8.9,False,Kuala Lumpur
Clothing,2.1,False,Kuala Lumpur
Electronics,18.5,True,Kuala Lumpur
Documents,1.3,False,Johor Bahru
Furniture,31.8,False,Johor Bahru
Documents,1.9,False,Johor Bahru
Furniture,40.8,False,Kota Kinabalu
Furniture,32.0,False,Kuala Lumpur
Documents,0.9,False,Kuching
Furniture,35.0,False,Penang
Machinery,30.6,False,Penang
Documents,0.6,False,Kota Kinabalu
Furniture,26.9,True,Kuching
Documents,1.2,False,Kuala Lumpur
Electronics,5.6,True,Johor Bahru
Food,6.2,True,Penang
Machinery,47.0,False,Kuala Lumpur
Electronics,11.4,True,Kuching
Machinery,38.6,False,Kuala Lumpur
Food,4.0,True,Kuala Lumpur
Machinery,42.4,False,Kuala Lumpur
Documents,1.0,False,Kuala Lumpur
Documents,1.4,False,Kuala Lumpur
Furniture,42.7,False,Johor Bahru
Food,7.2,True,Kota Kinabalu
Furniture,33.3,False,Kota Kinabalu
Machinery,35.8,False,Johor Bahru
Documents,1.6,False,Kuching
Documents,0.7,False,Kota Kinabalu
Electronics,6.7,True,Kota Kinabalu
Electronics,15.8,True,Kuching
Documents,1.3,False,Kuching
Documents,1.4,False,Kuala Lumpur
Furniture,49.9,False,Kuala Lumpur
Clothing,2.5,False,Kuala Lumpur
Clothing,0.7,False,Penang
Clothing,1.9,False,Kota Kinabalu
Documents,1.8,False,Penang
Documents,1.8,False,Penang
Documents,0.5,False,Johor Bahru
Machinery,51.7,False,Kuching
Electronics,8.2,True,Penang
Clothing,1.8,False,Kota Kinabalu
Documents,0.8,False,Johor Bahru
Documents,1.1,True,Kuching
Documents,1.9,False,Johor Bahru
Electronics,8.3,False,Kuching
Food,7.9,False,Kuching
Food,2.4,False,Kuching
Electronics,12.2,True,Kuching
Documents,1.6,False,Penang
Furniture,45.2,False,Johor Bahru
Clothing,1.9,False,Kota Kinabalu
Documents,1.2,False,Kuala Lumpur
Food,2.0,False,Johor Bahru
Electronics,5.5,True,Kuala Lumpur
Documents,1.9,False,Kuala Lumpur
Documents,0.8,False,Johor Bahru
Machinery,37.1,False,Johor Bahru
Food,1.9,True,Kuala Lumpur
Electronics,6.4,True,Kuching
Electronics,15.9,False,Kuala Lumpur
Furniture,22.5,False,Kuala Lumpur
Furniture,45.4,True,Johor Bahru
Machinery,58.4,False,Kuching
Electronics,8.9,True,Penang
Furniture,21.6,False,Kuala Lumpur
Clothing,4.6,False,Kota Kinabalu
Clothing,5.0,False,Kuching
Clothing,3.9,False,Johor Bahru
Furniture,31.4,False,Kuching
Electronics,19.7,True,Kota Kinabalu
Clothing,1.1,False,Kuching
Clothing,2.1,True,Kota Kinabalu
Documents,0.6,False,Penang
Clothing,0.6,False,Kuching
Food,2.6,True,Kota Kinabalu
Machinery,60.7,False,Penang
Electronics,11.0,False,Penang
Machinery,30.4,False,Penang
Machinery,54.0,False,Kuala Lumpur
Clothing,1.7,False,Johor Bahru
Documents,0.8,False,Johor Bahru
Electronics,15.1,True,Johor Bahru
Clothing,3.7,False,Penang
Machinery,65.5,False,Kuala Lumpur
Clothing,1.3,False,Kuala Lumpur
Machinery,39.1,False,Kota Kinabalu
Clothing,4.1,False,Johor Bahru
Electronics,9.4,False,Johor Bahru
Furniture,47.9,True,Kuala Lumpur
